packet_id,byte_index,cycle,byte_dec,byte_hex,tlast
13,24,933,183,b7,0
13,25,934,109,6d,0
13,26,935,239,ef,0
13,27,936,255,ff,0
13,28,937,223,df,0
13,29,938,191,bf,0
13,30,939,247,f7,0
13,31,940,182,b6,0
13,32,941,221,dd,0
13,33,942,13,0d,0
13,34,943,140,8c,0
13,35,944,58,3a,1
14,0,973,8,08,0
14,1,974,16,10,0
14,2,975,192,c0,0
14,3,976,14,0e,0
14,4,977,0,00,0
14,5,978,20,14,0
14,6,979,0,00,0
14,7,980,0,00,0
14,8,981,0,00,0
14,9,982,0,00,0
14,10,983,0,00,0
14,11,984,238,ee,0
14,12,985,110,6e,0
14,13,986,52,34,0
14,14,987,28,1c,0
14,15,988,66,42,0
14,16,989,0,00,0
14,17,990,102,66,0
14,18,991,246,f6,0
14,19,992,126,7e,0
14,20,993,255,ff,0
14,21,994,255,ff,0
14,22,995,255,ff,0
14,23,996,255,ff,0
14,24,997,254,fe,0
14,25,998,255,ff,0
14,26,999,247,f7,0
14,27,1000,233,e9,0
14,28,1001,203,cb,1
15,0,1037,8,08,0
15,1,1038,16,10,0
15,2,1039,192,c0,0
15,3,1040,15,0f,0
15,4,1041,0,00,0
15,5,1042,22,16,0
15,6,1043,0,00,0
15,7,1044,0,00,0
15,8,1045,0,00,0
15,9,1046,0,00,0
15,10,1047,0,00,0
15,11,1048,222,de,0
15,12,1049,204,cc,0
15,13,1050,0,00,0
15,14,1051,33,21,0
15,15,1052,36,24,0
15,16,1053,34,22,0
15,17,1054,137,89,0
15,18,1055,36,24,0
15,19,1056,73,49,0
15,20,1057,146,92,0
15,21,1058,36,24,0
15,22,1059,73,49,0
15,23,1060,146,92,0
15,24,1061,36,24,0
15,25,1062,145,91,0
15,26,1063,36,24,0
15,27,1064,145,91,0
15,28,1065,0,00,0
15,29,1066,206,ce,0
15,30,1067,218,da,1
